FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0641025641025641,1.42450142450142E-08,1.11111111111111E-06,0,4920,0,1,0,0,0,0,0,1.1,72,0,0,5,0,0,0,0,0,0,0,0,0,0.1,5627,0,0,0,0,65,95,0,0,15,Leicester,Swansea,Everton,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0
George,Boyd,MID,BUR,5100000,2,58,2.3,4.50980392156863E-07,1.13725490196078E-05,0,11620,2,31,0,0,0,1,0,11.4,274,-4,0,58,4,0.4,0,2,0,0,5,0,1,0.1,6787,0,0,0,0,1972,283,0,0,262,Swansea,Liverpool,Sunderland,Tottenham,Stoke,1.2,1.2,1.4,2.1,2.2,1.2,1.2,2,1.2,2.1,1.2,1.6
Robbie,Brady,MID,BUR,5500000,7,17,0.217948717948718,3.96270396270396E-08,3.09090909090909E-06,0,1495,0,2,0,0,0,1,0,3.1,788,0,0,17,0,1,0,5.7,4,0,0,0,1,0.5,22186,0,0,0,0,188,11044,0,0,49,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Brannagan,MID,LIV,4200000,0,0,0,0,0,0,3403,0,0,0,0,0,0,0,0,65,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2714,0,27,0,0,0,34,0,0,0,Arsenal,Burnley,Man City,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5000000,0,59,3.1,6.2E-07,1.18E-05,0,113733,0,25,0,31,0,0,0,11.8,1444,-5,0,59,5,0,0,0,3,0,4,0,0,1.4,122263,0,0,1,1,1710,2063,0,0,309,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,6.2,0,4.3,3.6,2.8,3.8,3.2,3.9,2.8,3.6,3.1,2.5
Miguel,Britos,DEF,WAT,4300000,2,45,2.1,4.88372093023256E-07,1.04651162790698E-05,0,35060,6,29,0,0,0,0,0,10.5,1224,-2,0,45,2,0.2,0,1,4,0,4,0,1,0.7,56416,0,205,0,1,1838,2930,0,1,289,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,2.3,0,1.8,1.8,2.4,1.2,1.9,1.5,2.7,1,1.2,1.8
Leon,Britton,MID,SWA,4400000,0,20,0.256410256410256,5.82750582750583E-08,4.54545454545455E-06,0,3877,2,22,0,0,0,0,0,4.5,28,-1,0,20,1,0,0,0,0,0,2,0,0,0.1,1817,0,166,0,0,802,26,0,0,133,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,2,0,0,0,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,96292,0,0,0,0,0,0,0,0,3369,-1,0,0,1,0,0,0,0,0,0,0,0,2.6,135486,0,22,0,0,0,273,0,0,0,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,6882,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4599,0,0,0,0,0,28,0,0,0,Leicester,Swansea,Everton,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Brunt,DEF,WBA,5100000,2,75,0.961538461538462,1.88536953242836E-07,1.47058823529412E-05,0,62461,4,21,0,0,0,3,0,14.7,7317,1,0,75,-1,0.7,0,3.7,10,0,3,0,3,4.4,237345,0,230,0,2,1542,5760,0,0,318,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0.6,0.5,0.7,0.5,0.5,0.7,0.9,0.5,0.5,0.5,0.6,0.5
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,2630,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2449,0,0,0,0,0,4,0,0,0,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,4500000,0,0,0,0,0,0,145916,0,0,0,0,0,0,0,0,383,-5,0,0,5,0,0,0,0,0,0,0,0,0.8,3704,0,341,0,0,0,48,0,0,0,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4200000,0,9,0.115384615384615,2.74725274725275E-08,2.14285714285714E-06,0,31726,3,11,0,0,0,0,0,2.1,187,-3,0,9,3,0,0,0,0,0,1,0,0,0.3,13460,0,39,0,0,489,65,0,0,78,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,0,21,0.269230769230769,5.72831423895254E-08,4.46808510638298E-06,0,28672,0,4,0,8,0,0,0,4.5,559,-3,0,21,3,1,0,4.5,1,0,2,0,0,0.6,34520,0,45,0,0,540,8899,0,0,101,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yohan,Cabaye,MID,CRY,5600000,5,51,0.653846153846154,1.16758241758242E-07,9.10714285714286E-06,0,135868,6,35,0,0,0,2,0,9.1,511,-4,0,51,4,0.4,1,2.3,4,0,3,0,1,1.1,28060,0,397,0,1,1498,620,0,0,267,West Brom,Watford,Chelsea,Southampton,Arsenal,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Martin,Caceres,DEF,SOU,5000000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,49,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,6500000,2,125,4.8,7.38461538461538E-07,1.92307692307692E-05,0,225132,2,19,0,0,0,3,0,19.2,15177,5,0,125,-5,0.3,0,2,12,0,13,0,0,14.5,540229,1,283,0,2,2333,8090,0,0,543,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,5.9,0,5.7,6.7,6.1,5.7,4.4,7.1,4.7,6.4,5.6,6.1
Jonathan,Calleri,FWD,WHU,6600000,0,13,0.166666666666667,2.52525252525253E-08,1.96969696969697E-06,0,3143,0,3,0,0,0,1,0,2,86,-4,0,13,4,0.1,0,0.7,0,0,0,0,0,0,2967,0,0,0,0,205,36,0,0,30,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6100000,0,63,3.1,5.08196721311475E-07,1.0327868852459E-05,0,419458,0,25,0,0,0,6,0,10.3,2312,-4,0,63,4,0,0,0,2,0,6,0,1,1.3,354136,0,165,0,0,1361,39,0,0,170,Man Utd,West Ham,Swansea,Southampton,Liverpool,0,0,0,0,0,2.8,2,3.4,3,3.6,4.2,2.9
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,4,0.0512820512820513,1.13960113960114E-08,8.88888888888889E-07,0,1783,0,1,0,0,0,0,0,0.9,46,0,0,4,0,0,0,0,0,0,0,0,0,0,1969,0,0,0,0,58,27,0,0,5,Tottenham,West Brom,Hull City,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
Geoff,Cameron,DEF,STK,4200000,1,21,0.269230769230769,6.41025641025641E-08,5E-06,0,23413,0,11,0,0,0,0,0,5,72,-3,0,21,3,0.1,0,0.3,2,0,2,0,0,0.2,14918,0,293,0,0,639,320,0,0,129,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.153846153846154,3.4965034965035E-08,2.72727272727273E-06,0,71548,0,3,0,0,0,1,0,2.7,2001,-1,0,12,1,0,0,0,0,0,0,0,0,1.1,83205,0,12,0,0,120,2562,0,0,47,West Brom,Watford,Chelsea,Southampton,Arsenal,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,5041,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,452,0,175,0,0,0,5,0,0,0,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Emre,Can,MID,LIV,4700000,7,62,0.794871794871795,1.69121658483361E-07,1.31914893617021E-05,0,167107,3,19,0,0,0,3,0,13.2,2405,-3,0,62,3,0.7,0,3.3,6,0,4,0,2,1.5,153712,0,399,0,0,1291,3294,0,0,271,Arsenal,Burnley,Man City,Everton,Bournemouth,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4600000,2,98,3.8,8.26086956521739E-07,2.1304347826087E-05,0,1384722,3,42,0,0,0,5,0,21.3,36855,1,0,98,-1,0.4,0,1.7,14,0,4,0,2,27.3,2221401,0,347,0,3,2287,24391,0,0,404,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,4.1,0,3.3,5.2,4.1,2.1,4.1,3.8,3.2,3.4,2.8,3.3
Baily,Cargill,DEF,BOU,4000000,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,92,0,0,0,Man Utd,West Ham,Swansea,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Carrick,MID,MUN,4300000,0,22,0.282051282051282,6.55933214072749E-08,5.11627906976744E-06,0,110866,0,6,0,0,0,0,0,5.1,2641,-2,0,22,2,0,0,0,0,0,3,0,0,1.6,118845,0,275,0,0,823,1241,0,0,150,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andy,Carroll,FWD,WHU,6200000,0,47,3.9,6.29032258064516E-07,7.58064516129032E-06,0,477042,2,14,0,0,0,6,0,7.6,33775,-3,1,47,3,0.3,0,1.7,5,0,3,0,0,3,308730,0,381,0,1,799,2203,-1,0,192,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,4.1,5.6,4.6,3.8,5.1,4.4,4.3,3.8,4.9,5.2,3.5
Tom,Carroll,MID,SWA,4200000,2,15,0.192307692307692,4.57875457875458E-08,3.57142857142857E-06,0,19889,0,6,0,0,0,0,0,3.6,2551,-3,0,15,3,0.5,0,2.3,0,0,1,0,1,1.4,71181,0,93,0,0,420,11080,0,0,69,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0,0,0,0,1878,0,0,0,0,0,0,0,0,19,-2,0,0,2,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,12,0,0,0,Everton,Southampton,Burnley,Swansea,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4300000,1,11,0.141025641025641,3.27966607036374E-08,2.55813953488372E-06,0,18727,3,16,0,0,0,0,0,2.6,74,-2,0,11,2,0.2,0,1,0,0,0,0,0,0.2,4192,0,335,0,0,802,53,0,0,92,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4200000,0,3,0.0384615384615385,9.15750915750916E-09,7.14285714285714E-07,0,6177,1,3,0,0,0,0,0,0.7,52,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,2340,0,246,0,0,175,78,0,0,17,Man City,Burnley,Watford,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,Cazorla,MID,ARS,7000000,0,38,4.8,6.85714285714286E-07,5.42857142857143E-06,0,372171,2,5,0,0,0,2,0,5.4,265,-5,0,38,5,0,0,0,5,0,4,0,2,1.5,330054,0,259,0,0,618,25,0,0,159,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5400000,0,87,3.5,6.48148148148148E-07,1.61111111111111E-05,0,462300,2,28,0,74,0,0,0,16.1,10357,-1,0,87,1,0.8,0,4.5,0,0,8,0,0,13.5,290597,1,409,0,0,2250,710,0,0,444,Liverpool,West Brom,Man City,West Ham,Crystal Palace,4.1,0,3.7,3.8,4.8,4.1,3.3,3.8,2.9,3.1,3.7,4
,Cedric,DEF,SOU,4800000,0,64,3.6,7.5E-07,1.33333333333333E-05,0,145652,1,20,0,0,0,0,0,13.3,2360,-2,0,64,2,0.8,0,4,11,0,6,0,1,1.7,162733,0,320,0,1,1457,3298,0,0,366,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,2.9,0,2.8,5,4.6,3.6,4.1,3.2,4.9,4.1,3.2,4.9
Nacer,Chadli,MID,WBA,6000000,5,88,1.12820512820513,1.88034188034188E-07,1.46666666666667E-05,0,282839,1,18,0,0,0,5,0,14.7,3495,-5,0,88,5,0.9,0,5.7,8,0,5,0,5,2.2,343640,0,173,0,2,1376,27130,0,0,277,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.128205128205128,2.84900284900285E-08,2.22222222222222E-06,0,920,1,0,0,0,0,0,0,2.2,22,0,0,10,0,0,0,0,0,0,0,0,1,0,990,0,0,0,0,79,13,0,0,35,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,0,60,0.769230769230769,1.3262599469496E-07,1.03448275862069E-05,0,152481,0,13,0,0,0,2,0,10.3,633,-2,0,60,2,0.4,0,2.5,2,0,3,0,4,1.2,118207,0,186,0,1,1054,934,0,0,285,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,0,66,3.5,7.95454545454545E-07,1.5E-05,0,237190,4,23,0,0,0,1,0,15,22862,-1,0,66,1,0.7,0,3,6,0,6,0,1,4.8,288223,0,70,0,0,1710,1696,0,0,398,Stoke,Man Utd,Swansea,Hull City,Burnley,0,0,3.2,3.4,3.5,4.5,4.8,3.7,3.8,3.2,4.7,4
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,4596,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,85,0,0,0,4,0,0,0,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,4300000,1,9,0.115384615384615,2.68336314847943E-08,2.09302325581395E-06,0,8423,1,5,0,0,0,0,0,2.1,154,-2,0,9,2,0.1,0,0.3,0,0,1,0,0,0.1,4158,0,0,0,0,316,85,0,0,58,Hull City,West Ham,Stoke,Sunderland,Everton,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0,0,0,0,3363,0,0,0,0,0,0,0,0,59,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2954,0,2,0,0,0,18,0,0,0,Arsenal,Burnley,Man City,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
,Christian Benteke,FWD,CRY,7100000,2,84,3.5,4.92957746478873E-07,1.1830985915493E-05,0,855529,5,42,0,0,0,9,0,11.7,36976,-4,1,84,4,0.3,2,2,7,0,3,0,1,4.8,923485,0,315,0,1,2084,2752,-1,0,231,West Brom,Watford,Chelsea,Southampton,Arsenal,3.2,0,4,2.7,3.5,3.5,4.7,3.7,4.6,3.8,4.7,3.3
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,5364,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6713,0,0,0,0,0,3,0,0,0,Leicester,Swansea,Everton,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4600000,0,24,0.307692307692308,6.68896321070234E-08,5.21739130434783E-06,0,4364,3,13,0,0,0,0,0,5.2,35,-4,0,24,4,0,0,0,0,0,1,0,1,0.1,2378,0,183,0,0,844,32,0,0,113,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,0,44,2,4.65116279069767E-07,1.02325581395349E-05,0,51406,6,20,0,0,0,0,0,10.2,2691,-2,0,44,2,0.3,0,1.3,0,0,7,0,1,1,74205,0,0,0,0,1724,1778,0,0,272,Stoke,Man Utd,Swansea,Hull City,Burnley,1,0,1.4,1.2,1.4,2.2,1,1,1.1,1,1.5,1
Tom,Cleverley,MID,WAT,5100000,1,28,0.358974358974359,7.03871292106586E-08,5.49019607843137E-06,0,9837,3,16,0,0,0,0,0,5.5,439,-4,0,28,4,0.3,0,1.7,0,0,0,0,2,0.2,5091,0,241,0,0,871,131,0,0,146,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Gael,Clichy,DEF,MCI,5200000,0,46,3.3,6.34615384615385E-07,8.84615384615385E-06,0,58751,0,16,0,0,0,1,0,8.8,1431,-3,0,46,3,0.3,0,1.5,5,0,3,0,0,1.1,30114,0,166,0,1,1174,591,0,0,274,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,6.8,0,4.7,3.9,3,4.2,3.5,4.2,3.1,3.9,3.4,2.8
Sam,Clucas,MID,HUL,4700000,0,46,1.8,3.82978723404255E-07,9.78723404255319E-06,0,4465,6,46,0,0,0,0,0,9.8,70,-3,0,46,3,0.1,0,0.7,0,0,3,0,1,0.1,2852,0,0,0,0,2139,91,0,1,307,Leicester,Swansea,Everton,West Ham,Middlesbrough,1,1.3,0.9,1,1.5,0.9,0.9,1.8,0.9,1.9,0.9,1.3
Nathaniel,Clyne,DEF,LIV,5800000,1,83,3.3,5.68965517241379E-07,1.43103448275862E-05,0,483702,0,32,0,0,0,0,0,14.3,10455,3,0,83,-3,0.5,0,2.7,9,0,7,0,2,9,415203,0,387,0,1,2250,3137,0,0,496,Arsenal,Burnley,Man City,Everton,Bournemouth,4.5,4.3,2.8,3.9,4.5,3.1,3.1,4.2,2.4,4.4,3.8,3.9
Seamus,Coleman,DEF,EVE,5900000,12,120,5.2,8.8135593220339E-07,2.03389830508475E-05,0,251369,3,25,0,0,0,4,0,20.3,14079,4,0,120,-4,1.3,0,7.7,15,0,8,0,4,16,776989,0,327,0,4,2046,41420,0,0,491,Tottenham,West Brom,Hull City,Liverpool,Man Utd,4.9,7.8,7.8,5.9,4.8,6.9,7.7,6.2,7.2,5.8,6.9,6.2
James,Collins,DEF,WHU,4200000,0,32,0.41025641025641,9.76800976800977E-08,7.61904761904762E-06,0,357487,1,17,0,0,0,1,0,7.6,2772,-3,0,32,3,0.2,0,0.7,3,0,2,0,0,3.8,344811,0,217,0,1,845,838,0,0,185,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Cook,MID,BOU,4200000,0,2,0.0256410256410256,6.10500610500611E-09,4.76190476190476E-07,0,31958,0,3,0,0,0,0,0,0.5,664,-3,0,2,3,0,0,0,0,0,0,0,0,0.8,23712,0,0,0,0,80,925,0,0,10,Man Utd,West Ham,Swansea,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Cook,DEF,BOU,4800000,3,74,2.8,5.83333333333333E-07,1.54166666666667E-05,0,122436,4,51,0,0,0,2,0,15.4,4701,-2,0,74,2,0.2,0,1,12,0,6,0,0,2.4,181529,1,443,0,1,2340,1992,0,0,527,Man Utd,West Ham,Swansea,Southampton,Liverpool,1.8,3.7,3,2.5,2.9,3,1.9,3,1.9,3.5,3.4,1.6
Francis,Coquelin,MID,ARS,4300000,0,42,2,4.65116279069767E-07,9.76744186046512E-06,0,159284,3,22,0,0,0,0,0,9.8,2220,-2,0,42,2,0.6,0,2.5,1,0,4,0,1,2.1,143872,0,246,0,0,1433,4271,0,0,253,Liverpool,West Brom,Man City,West Ham,Crystal Palace,1,0,1,1.1,1.1,1.2,1.3,2.1,1,1.3,1.1,1.5
Jack,Cork,MID,SWA,4600000,2,37,1.7,3.69565217391304E-07,8.04347826086956E-06,0,4333,5,41,0,0,0,0,0,8,40,-4,0,37,4,0.4,0,1.7,0,0,2,0,1,0.1,1681,2,376,0,0,1686,84,0,0,250,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,1.6,1.2,0.8,1.2,1.1,0.8,1.1,1.1,0.9,1.2,1.2,1.1
,Costa,FWD,CHE,10600000,6,145,6,5.66037735849057E-07,1.36792452830189E-05,0,2204194,5,19,0,0,0,16,0,13.6,151068,11,1,145,-11,0.5,1,5.3,19,0,11,0,7,36,3248856,0,533,0,3,2122,19568,-1,0,532,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,7.4,0,6.9,8.2,8.4,7.1,6.7,8.8,6,8.3,6.6,8.9
Thibaut,Courtois,GLK,CHE,5900000,2,108,4.2,7.11864406779661E-07,1.83050847457627E-05,0,308325,1,19,0,52,0,0,0,18.3,13265,4,0,108,-4,0.5,0,2.7,0,0,13,0,0,15.6,465931,0,230,0,1,2340,3071,0,0,467,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,5.2,0,4.7,5.6,5,4.8,3.6,6,3.8,5.3,4.6,5.1
Philippe,Coutinho,MID,LIV,8200000,8,95,1.21794871794872,1.48530331457161E-07,1.15853658536585E-05,0,2262453,2,20,0,0,0,6,0,11.6,21333,2,0,95,-2,0.5,0,4.3,11,0,4,0,6,17.3,2101311,0,459,0,2,1376,19389,0,0,364,Arsenal,Burnley,Man City,Everton,Bournemouth,0.6,1.1,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.8
Aaron,Cresswell,DEF,WHU,5200000,2,42,2.5,4.80769230769231E-07,8.07692307692308E-06,0,26767,2,21,0,0,0,0,0,8.1,591,-3,0,42,3,0.3,0,1.3,1,0,4,0,1,0.4,25099,0,514,0,0,1469,382,0,1,229,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,2.5,2.3,2.3,2.2,2.6,2.4,1.7,2.4,2.2,2.8,3.3,1.5
Peter,Crouch,FWD,STK,4900000,1,54,3,6.12244897959184E-07,1.10204081632653E-05,0,159530,0,19,0,0,0,4,0,11,25479,-1,0,54,1,0.3,0,1.3,6,0,2,0,2,6.5,389164,0,47,0,2,942,41390,0,0,167,Middlesbrough,Man City,Chelsea,Leicester,Burnley,5.9,0,2.7,2.7,2.2,3.8,4.1,3,3.4,2.6,3.1,2.5
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,53811,0,0,0,0,0,0,0,0,69,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,744,0,8,0,0,0,3,0,0,0,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Cullen,MID,WHU,4400000,0,0,0,0,0,0,4608,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1032,0,0,0,0,0,20,0,0,0,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,5100000,1,92,4.2,8.23529411764706E-07,1.80392156862745E-05,0,529090,1,37,0,0,0,3,0,18,16224,1,0,92,-1,0.1,0,0.7,12,0,6,0,3,7.8,659369,0,491,0,4,1980,5870,0,0,471,Man Utd,West Ham,Swansea,Southampton,Liverpool,3.5,6,5.3,4.6,4.8,5.4,3.6,5.4,3.6,5.9,5.8,3.1
Scott,Dann,DEF,CRY,5200000,1,58,2.9,5.57692307692308E-07,1.11538461538462E-05,0,285969,2,36,0,0,0,3,0,11.2,2085,-3,0,58,3,0.1,0,0.3,4,0,2,0,1,2.6,108419,0,480,0,2,1713,226,0,0,298,West Brom,Watford,Chelsea,Southampton,Arsenal,2.9,0,2.8,2.6,2.9,3.5,2.7,3.3,3.3,2.7,3.4,2.2
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0,0,0,0,2107,0,0,0,0,0,0,0,0,41,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,939,0,0,0,0,0,34,0,0,0,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5000000,0,35,0.448717948717949,8.97435897435897E-08,7E-06,0,83365,2,5,0,0,0,0,0,7,438,-5,0,35,5,0,0,0,3,0,4,0,0,0.7,33849,0,257,0,0,762,61,0,0,169,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,David Luiz,DEF,CHE,6300000,1,93,4.2,6.66666666666667E-07,1.47619047619048E-05,0,121395,5,15,0,0,0,1,0,14.8,11641,3,0,93,-3,0.2,0,1.3,4,0,12,0,0,5.2,276812,0,0,0,1,1980,3491,0,0,452,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,5.2,0,4.7,5.6,5,4.8,3.6,6,3.8,5.3,4.6,5.1
Ben,Davies,DEF,TOT,4700000,6,27,0.346153846153846,7.36497545008183E-08,5.74468085106383E-06,0,16614,1,5,0,0,0,0,0,5.7,1249,-3,0,27,3,0.9,0,4.3,0,0,3,0,0,0.6,26324,0,192,0,0,671,2732,0,0,145,Everton,Southampton,Burnley,Swansea,Watford,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
